,Sr No,Date,Startup Name,Industry Vertical,SubVertical,City,Investors,Investment Type,Amount in USD,Funding_Category,Amount in Rs(Cr),Funding_Round,Investor_Rank_x,Power_Score_x,Investor_Rank_y,Power_Score_y,Influence_Index,Final_Rank
448,265,16-05-2018,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"""prime venture partners""",private equity,4200000,Large,38.2074,Private Equity,312,0.808605756,312,0.808605756,0.023891695,200
449,265,16-05-2018,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"""  stellaris venture partners and mayur abhaya srisrimal""",private equity,4200000,Large,38.2074,Private Equity,411,0.708996927,411,0.708996927,0.004829756,613
450,266,21-05-2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,"""blume ventures""",seed/ angel funding,300000,Medium,2.7291,Seed,183,0.911427773,183,0.911427773,0.100645137,39
451,267,21-05-2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"""kalaari capital""",private equity,7000000,Very Large,63.679,Private Equity,88,0.964794635,88,0.964794635,0.132478424,28
452,267,21-05-2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"""  unilever ventures and blume ventures""",private equity,7000000,Very Large,63.679,Private Equity,357,0.76459905,357,0.76459905,0.005580457,589
453,268,22-05-2018,Vola,Finance,Micro Lending Platform,Bengaluru,"""credika and unnamed angel investors""",seed/ angel funding,500000,Medium,4.5485,Seed,555,0.171556301,555,0.171556301,0.003837758,699
454,269,22-05-2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,"""letsventure""",seed/ angel funding,735000,Medium,6.686295,Seed,404,0.718077675,404,0.718077675,0.034005787,140
455,270,23-05-2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,"""rs shanbag""",seed/ angel funding,735000,Medium,6.686295,Seed,537,0.20620285,537,0.20620285,0.003900763,683
456,271,23-05-2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"""insistor""",seed/ angel funding,2000000,Large,18.194,Seed,482,0.586197262,482,0.586197262,0.004239919,643
457,271,23-05-2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"""  oikocredit""",seed/ angel funding,2000000,Large,18.194,Seed,318,0.802458787,318,0.802458787,0.009492206,442
458,272,24-05-2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"""ashish kacholi""",seed/ angel funding,2000000,Large,18.194,Seed,482,0.586197262,482,0.586197262,0.004239919,643
459,272,24-05-2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"""  s chand group""",seed/ angel funding,2000000,Large,18.194,Seed,482,0.586197262,482,0.586197262,0.004239919,643
460,273,24-05-2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,"""atul gupta and saurabh rastogi""",seed/ angel funding,293000,Medium,2.665421,Seed,605,0.098351495,605,0.098351495,0.003782259,746
461,274,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"""amazon""",seed/ angel funding,12000000,Very Large,109.164,Seed,84,0.966750489,84,0.966750489,0.033567212,144
462,274,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"""  ashish dhawan""",seed/ angel funding,12000000,Very Large,109.164,Seed,247,0.858340319,247,0.858340319,0.010947631,421
463,274,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"""  catamaran ventures""",seed/ angel funding,12000000,Very Large,109.164,Seed,184,0.911148365,184,0.911148365,0.016815806,267
464,274,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"""  nr narayana murthy.""",seed/ angel funding,12000000,Very Large,109.164,Seed,303,0.816010059,303,0.816010059,0.006920995,565
465,275,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"""prashant mehta""",seed/ angel funding,200000,Medium,1.8194,Seed,628,0.065101984,628,0.065101984,0.003757325,767
466,275,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"""  mitali pawar""",seed/ angel funding,200000,Medium,1.8194,Seed,628,0.065101984,628,0.065101984,0.003757325,767
467,275,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"""  nikhil g and bhavesh p""",seed/ angel funding,200000,Medium,1.8194,Seed,628,0.065101984,628,0.065101984,0.003757325,767
468,275,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"""  r ranganathan""",seed/ angel funding,200000,Medium,1.8194,Seed,628,0.065101984,628,0.065101984,0.003757325,767
469,275,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"""  oncotrust and medintel services pvt. ltd""",seed/ angel funding,200000,Medium,1.8194,Seed,628,0.065101984,628,0.065101984,0.003757325,767
470,276,29-05-2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"""kalaari capital""",seed/ angel funding,1500000,Large,13.6455,Seed,88,0.964794635,88,0.964794635,0.132478424,28
471,276,29-05-2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"""  omidyar network and accion venture labs""",seed/ angel funding,1500000,Large,13.6455,Seed,500,0.285834032,500,0.285834032,0.004105865,653
472,277,29-05-2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,"""amazon inc. and mastercard""",private equity,8000000,Very Large,72.776,Private Equity,344,0.77591506,344,0.77591506,0.005848565,582
473,278,30-05-2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,"""treebo""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
474,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""indusage partners""",private equity,14000000,Very Large,127.358,Private Equity,288,0.829701034,288,0.829701034,0.007457211,556
475,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""  bill & melinda gates foundation""",private equity,14000000,Very Large,127.358,Private Equity,288,0.829701034,288,0.829701034,0.007457211,556
476,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""  qualcomm venture""",private equity,14000000,Very Large,127.358,Private Equity,288,0.829701034,288,0.829701034,0.007457211,556
477,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""  abb technology ventures""",private equity,14000000,Very Large,127.358,Private Equity,288,0.829701034,288,0.829701034,0.007457211,556
478,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""  omnivore""",private equity,14000000,Very Large,127.358,Private Equity,288,0.829701034,288,0.829701034,0.007457211,556
479,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""  blume ventures""",private equity,14000000,Very Large,127.358,Private Equity,66,0.977088572,66,0.977088572,0.106554281,38
480,279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"""  venture highway and beenext""",private equity,14000000,Very Large,127.358,Private Equity,288,0.829701034,288,0.829701034,0.007457211,556
481,280,31-05-2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"""accion venture lab""",seed/ angel funding,1300000,Large,11.8261,Seed,438,0.663313775,438,0.663313775,0.008056448,484
482,280,31-05-2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"""  yournest venture capital and other angel investors""",seed/ angel funding,1300000,Large,11.8261,Seed,506,0.274797429,506,0.274797429,0.004052244,657
483,281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"""exfinity venture""",private equity,2000000,Large,18.194,Private Equity,482,0.586197262,482,0.586197262,0.004239919,643
484,281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"""  saha fund partners""",private equity,2000000,Large,18.194,Private Equity,482,0.586197262,482,0.586197262,0.004239919,643
485,281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"""  arihant patni of patni family office""",private equity,2000000,Large,18.194,Private Equity,482,0.586197262,482,0.586197262,0.004239919,643
486,281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"""  anjali bansal""",private equity,2000000,Large,18.194,Private Equity,482,0.586197262,482,0.586197262,0.004239919,643
487,281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"""  shardul amarchand mangaldas""",private equity,2000000,Large,18.194,Private Equity,482,0.586197262,482,0.586197262,0.004239919,643
488,281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"""  satish khanna and taparia family office.""",private equity,2000000,Large,18.194,Private Equity,482,0.586197262,482,0.586197262,0.004239919,643
489,282,02-04-2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,"""subhkam ventures and mohit khadaria""",seed / angel funding,307600,Medium,2.7982372,Seed,596,0.113998324,596,0.113998324,0.003786174,737
490,283,02-04-2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"""vishal bali""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
491,283,02-04-2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"""  yogesh misra""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
492,283,02-04-2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"""  thomas assessments and others""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
493,284,02-04-2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,nan,seed / angel funding,1300000,Large,11.8261,Seed,18,0.994411847,18,0.994411847,0.171691808,16
494,285,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"""chryscapital""",private equity,55000000,Very Large,500.335,Private Equity,83,0.967029897,83,0.967029897,0.030615538,163
495,285,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"""  existing investors""",private equity,55000000,Very Large,500.335,Private Equity,139,0.938809723,139,0.938809723,0.018449624,250
496,285,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"""  elevar equity""",private equity,55000000,Very Large,500.335,Private Equity,96,0.958647667,96,0.958647667,0.03079057,160
497,285,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"""  lgt impact""",private equity,55000000,Very Large,500.335,Private Equity,139,0.938809723,139,0.938809723,0.018449624,250
498,285,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"""  omidyar network and kaizen private equity also participated in the round""",private equity,55000000,Very Large,500.335,Private Equity,139,0.938809723,139,0.938809723,0.018449624,250
499,286,05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"""maheshwar peri""",seed / angel funding,150000,Medium,1.36455,Seed,641,0.039256776,641,0.039256776,0.00374392,780
500,286,05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"""  founder and chairman of career information portal careers360""",seed / angel funding,150000,Medium,1.36455,Seed,641,0.039256776,641,0.039256776,0.00374392,780
501,286,05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"""  and jamshed jeejeebhoy""",seed / angel funding,150000,Medium,1.36455,Seed,641,0.039256776,641,0.039256776,0.00374392,780
502,286,05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"""  director at byramjee jeejeebhoy pvt. ltd were among the angels""",seed / angel funding,150000,Medium,1.36455,Seed,641,0.039256776,641,0.039256776,0.00374392,780
503,287,05-04-2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"""accel partners""",private equity,10000000,Very Large,90.97,Private Equity,38,0.988264878,38,0.988264878,0.218071344,10
504,287,05-04-2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"""  tiger global and others""",private equity,10000000,Very Large,90.97,Private Equity,321,0.794775077,321,0.794775077,0.00638478,570
505,288,09-04-2018,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,"""omidyar network. blume ventures and professor shlomo ben-haim""",seed / angel funding,2800000,Large,25.4716,Seed,447,0.635931825,447,0.635931825,0.004454405,631
506,289,09-04-2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,"""fireside ventures""",seed / angel funding,1000000,Medium,9.097,Seed,320,0.801899972,320,0.801899972,0.02375754,203
507,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""matrix partner""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
508,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  amrish rau""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
509,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  investopad""",seed / angel funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
510,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  digital currency group""",seed / angel funding,1750000,Large,15.91975,Seed,439,0.662335848,439,0.662335848,0.008046614,485
511,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  hinduja group""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
512,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  lightspeed india""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
513,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  eight innovate""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
514,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  amit ranjan""",seed / angel funding,1750000,Large,15.91975,Seed,382,0.74490081,382,0.74490081,0.019390689,235
515,290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"""  prashant malik and others""",seed / angel funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
516,291,09-04-2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,nan,seed / angel funding,46140,Small,0.41973558,Seed,18,0.994411847,18,0.994411847,0.171691808,16
517,292,10-04-2018,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,"""kae capital management""",seed / angel funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
518,293,10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"""fundamentum""",private equity,12000000,Very Large,109.164,Private Equity,303,0.816010059,303,0.816010059,0.006920995,565
519,293,10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"""  saif partners""",private equity,12000000,Very Large,109.164,Private Equity,26,0.991897178,26,0.991897178,0.14449464,22
520,293,10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"""  bessemer venture partners""",private equity,12000000,Very Large,109.164,Private Equity,29,0.990779547,29,0.990779547,0.088032223,48
521,293,10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"""  rb investments & others""",private equity,12000000,Very Large,109.164,Private Equity,303,0.816010059,303,0.816010059,0.006920995,565
522,294,12-04-2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"""sri capital""",seed / angel funding,1000000,Medium,9.097,Seed,277,0.843252305,277,0.843252305,0.028154503,172
523,294,12-04-2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"""  waterbridge ventures and thinkuvate""",seed / angel funding,1000000,Medium,9.097,Seed,517,0.24015088,517,0.24015088,0.003971811,664
524,295,12-04-2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"""blueorchard finance ltd""",debt funding,4600000,Large,41.8462,Debt,409,0.714305672,409,0.714305672,0.004936999,611
525,295,12-04-2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"""  hinduja leyland finance and intellegrow""",debt funding,4600000,Large,41.8462,Debt,409,0.714305672,409,0.714305672,0.004936999,611
526,296,13-04-2018,mintifi,Finance,Online Lending Platform,Mumbai,"""lok capital""",seed / angel funding,2000000,Large,18.194,Seed,228,0.871053367,228,0.871053367,0.011537668,397
527,297,16-04-2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,"""mr. manoj prasad""",seed / angel funding,500000,Medium,4.5485,Seed,555,0.171556301,555,0.171556301,0.003837758,699
